indicator_id,case_id,prompt,참조안_A,참조안_A_근거,참조안_A_신뢰도,참조안_A_표시,참조안_B,참조안_B_근거,참조안_B_신뢰도,참조안_B_표시,보조안_C,보조안_C_근거,보조안_C_신뢰도,보조안_C_표시,권고_선택,권고_정답,권고_근거,결정,수정_정답,메모,시작_시각,종료_시각
KPI-1,kpi1-repl-030,"영역 에너지 생성 및 부신·갑상선 기능 1. 피로·부신·자율신경 / 판정 「4. 신체 회복력 강화 및 소진 관리 (문항 7,8번 'O')」 / 나이 62 / 복용약 없음",coq10|omega3,"에너지 생성 및 부신·갑상선 기능 1. 피로·부신·자율신경 · 원문 판정 「4. 신체 회복력 강화 및 소진 관리 (문항 7,8번 'O')」 (12_에너지_생성_및_부신·갑상선_기능_1._피로·부신·자율신경.md p58)",,,magnesium_glycinate|vitamin_b_complex|vitamin_c,"부신 피질은 비타민C 농도가 가장 높은 조직이라 소진 관리에 우선 쓴다. B군의 판토텐산이 코르티솔 합성을, 마그네슘이 회복기 이완을 돕는다.",0.6,no_current_medication,coq10|magnesium_glycinate|vitamin_b_complex,"코엔자임Q10과 비타민 B군은 에너지 대사를, 마그네슘은 신경·근육 회복을 보조한다. 소진과 만성피로는 수면·빈혈·갑상선·우울 등 원인 평가가 병행돼야 한다.",0.83,fatigue_cause_evaluation,C,coq10|magnesium_glycinate|vitamin_b_complex,기록된 신뢰도 비교(0.83),ACCEPT,,,2026-08-04T13:35:00+09:00,2026-08-04T13:35:08+09:00
KPI-1,kpi1-repl-031,"영역 성호르몬·비뇨기계 1. 여성 갱년기 / 판정 「정서적 안정 및 수면 질 개선 - 우울/불안, 불면증」 / 나이 68 / 복용약 Amlodipine",l_theanine|magnesium_glycinate,"성호르몬·비뇨기계 1. 여성 갱년기 · 원문 판정 「정서적 안정 및 수면 질 개선 - 우울/불안, 불면증」 (33_성호르몬·비뇨기계_1._여성_갱년기.md p172) · magnesium_glycinate: 이뇨제, ACEI/ARB 병용 시 전해질 이상 누적 주의. (p237)",,,l_theanine|magnesium_glycinate,갱년기 불면과 불안은 GABA 경로가 축이라 글리신산마그네슘과 L-테아닌을 쓴다. Amlodipine과의 혈압 강하 중첩을 확인한다.,0.78,additive_hypotension_with_ccb,l_theanine|magnesium_glycinate,마그네슘 글리시네이트와 L-테아닌은 갱년기의 긴장·불안과 수면 질 저하를 보조하는 데 적합하다. 암로디핀 병용 시 어지럼과 혈압 저하를 관찰해야 한다.,0.91,bp_additive_effect|fall_risk,A,l_theanine|magnesium_glycinate,서로 다른 제공자 계열의 참조안 일치,ACCEPT,,,2026-08-04T13:35:10+09:00,2026-08-04T13:35:18+09:00
KPI-1,kpi1-repl-032,"영역 성호르몬·비뇨기계 1. 여성 갱년기 / 판정 「골밀도 유지 및 관절 보호 - 골다공증, 관절통」 / 나이 74 / 복용약 Atorvastatin",calcium_citrate|coq10|magnesium_glycinate|vitamin_d3,"성호르몬·비뇨기계 1. 여성 갱년기 · 원문 판정 「골밀도 유지 및 관절 보호 - 골다공증, 관절통」 (33_성호르몬·비뇨기계_1._여성_갱년기.md p173) · coq10: • 근육통, 피로, 심부전 환자에서 CoQ10 고려 • 근골격통, Vit D 혈중농도 저하 의심 시 25(OH)D 검사. (p236) · vitamin_d3: • 근육통, 피로, 심부전 환자에서 CoQ10 고려 • 근골격통, Vit D 혈중농도 저하 의심 시 25(OH)D 검사. (p236)",,,calcium_citrate|omega3|vitamin_d3,에스트로겐이 줄면 골 흡수가 빨라지므로 구연산칼슘과 비타민D3로 골밀도를 지킨다. 오메가3가 관절통의 염증 축을 맡는다.,0.75,statin_coq10_depletion_unaddressed_by_goal,calcium_citrate|vitamin_d3,갱년기 골밀도 유지에는 칼슘과 비타민 D가 가장 직접적인 조합이다. 식이 섭취량·혈중 비타민 D·신장 기능·골밀도를 확인해 과잉을 피해야 한다.,0.95,fracture_risk_assessment|renal_function_check,C,calcium_citrate|vitamin_d3,기록된 신뢰도 비교(0.95),ACCEPT,,,2026-08-04T13:35:20+09:00,2026-08-04T13:35:28+09:00
KPI-1,kpi1-repl-033,"영역 성호르몬·비뇨기계 1. 여성 갱년기 / 판정 「세포 에너지 생성 및 활성화 - 피로감, 무기력증」 / 나이 31 / 복용약 Esomeprazole",calcium_citrate|coq10|magnesium_glycinate|vitamin_b_complex|zinc,"성호르몬·비뇨기계 1. 여성 갱년기 · 원문 판정 「세포 에너지 생성 및 활성화 - 피로감, 무기력증」 (33_성호르몬·비뇨기계_1._여성_갱년기.md p173) · calcium_citrate: 장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (p237) · magnesium_glycinate: 장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (p237) · vitamin_b_complex: 장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (p237) · zinc: 장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (p237)",,,coq10|vitamin_b_complex,세포 에너지 생성이 목표라 CoQ10과 B군으로 미토콘드리아 축을 잡는다. 다만 나이 31에 여성 갱년기 영역은 조기 폐경이 아니면 어울리지 않아 사례 구성을 확인할 항목이다.,0.68,age_31_atypical_for_menopause_domain|ppi_depletes_b12,coq10|vitamin_b_complex,"코엔자임Q10과 비타민 B군은 세포 에너지 생성과 피로 개선의 보조 후보이다. 31세라는 연령과 갱년기 판정의 일치 여부, 에소메프라졸 장기 복용에 따른 영양 상태를 확인해야 한다.",0.77,menopause_age_context|ppi_nutrient_status,B,coq10|vitamin_b_complex,Anthropic 의견과 OpenAI 보조안 일치,ACCEPT,,,2026-08-04T13:35:30+09:00,2026-08-04T13:35:38+09:00
KPI-1,kpi1-repl-034,"영역 소화기계 1. 위 / 판정 「2. 자율신경 균형 및 스트레스 완화 (문항 5, 9번)」 / 나이 37 / 복용약 Furosemide",calcium_citrate|l_theanine|magnesium_glycinate|vitamin_b_complex|vitamin_c|zinc,"소화기계 1. 위 · 원문 판정 「2. 자율신경 균형 및 스트레스 완화 (문항 5, 9번)」 (18_소화기계_1._위.md p93) · calcium_citrate: 심부전·부정맥 환자에서 Mg,K,B1 정기 모니터링. (p236) · magnesium_glycinate: 심부전·부정맥 환자에서 Mg,K,B1 정기 모니터링. (p236) · vitamin_b_complex: 심부전·부정맥 환자에서 Mg,K,B1 정기 모니터링. (p236) · zinc: 심부전·부정맥 환자에서 Mg,K,B1 정기 모니터링. (p236)",,,l_theanine|magnesium_glycinate,"위장 증상의 자율신경 축이 목표이므로 L-테아닌으로 교감신경을, 마그네슘으로 평활근 긴장을 낮춘다. Furosemide가 마그네슘을 소실시켜 보충 근거가 더 커진다.",0.75,loop_diuretic_depletes_magnesium,l_theanine|magnesium_glycinate,"L-테아닌은 스트레스 반응 완화에, 마그네슘은 신경·근육 이완과 자율신경 균형에 부합한다. 푸로세미드 복용자는 마그네슘과 혈압·전해질 상태를 확인한 뒤 보충해야 한다.",0.88,bp_monitoring|diuretic_electrolyte_loss,B,l_theanine|magnesium_glycinate,Anthropic 의견과 OpenAI 보조안 일치,ACCEPT,,,2026-08-04T13:35:40+09:00,2026-08-04T13:35:48+09:00
KPI-1,kpi1-repl-035,"영역 신경계 및 뇌기능 5. 두통·편두통 / 판정 「1. 편두통 완화 및 혈관 안정 (문항 1,2,3번)」 / 나이 44 / 복용약 Levothyroxine",calcium_citrate|coq10|magnesium_glycinate|vitamin_b_complex,"신경계 및 뇌기능 5. 두통·편두통 · 원문 판정 「1. 편두통 완화 및 혈관 안정 (문항 1,2,3번)」 (09_신경계_및_뇌기능_5._두통·편두통.md p43) · calcium_citrate: 갑상선약과 미네랄, 멀티비타민은 4시간 간격 복용 안내. (p239) · magnesium_glycinate: 갑상선약과 미네랄, 멀티비타민은 4시간 간격 복용 안내. (p239)",,,coq10|magnesium_glycinate|vitamin_b_complex,편두통 예방은 마그네슘·CoQ10·리보플라빈(B2) 세 가지가 가장 근거가 두껍다. 혈관 안정과 미토콘드리아 대사를 함께 겨냥한다. 마그네슘은 Levothyroxine과 시간을 벌려 먹는다.,0.85,levothyroxine_needs_4h_gap_from_magnesium,coq10|magnesium_glycinate,마그네슘과 코엔자임Q10은 편두통 예방에 흔히 고려되는 성분이다. 마그네슘은 레보티록신 흡수를 방해할 수 있어 충분한 복용 간격이 필요하며 새롭거나 심한 두통은 평가해야 한다.,0.94,headache_red_flags|levothyroxine_separation,C,coq10|magnesium_glycinate,기록된 신뢰도 비교(0.94),ACCEPT,,,2026-08-04T13:35:50+09:00,2026-08-04T13:35:58+09:00
KPI-1,kpi1-repl-036,"영역 신경계 및 뇌기능 5. 두통·편두통 / 판정 「2. 긴장성 두통 및 근육 이완 (문항 8, 10번)」 / 나이 50 / 복용약 Metformin",coq10|l_theanine|magnesium_glycinate|probiotics|vitamin_b_complex,"신경계 및 뇌기능 5. 두통·편두통 · 원문 판정 「2. 긴장성 두통 및 근육 이완 (문항 8, 10번)」 (09_신경계_및_뇌기능_5._두통·편두통.md p43) · coq10: 당뇨 장기 환자에서 B12 모니터링 및 말초신경병증, 빈혈 스크리닝 중요. (p236) · vitamin_b_complex: 당뇨 장기 환자에서 B12 모니터링 및 말초신경병증, 빈혈 스크리닝 중요. (p236)",,,l_theanine|magnesium_glycinate,"긴장성 두통은 근육 긴장이 축이라 마그네슘으로 근이완을, L-테아닌으로 스트레스성 긴장을 낮춘다.",0.75,metformin_b12_depletion,magnesium_glycinate,마그네슘 글리시네이트가 근육 긴장과 신경 흥분을 낮추는 목표에 가장 직접적으로 부합한다. 신장 기능과 두통의 경고 증상을 확인해야 한다.,0.94,headache_red_flags|renal_function_unknown,C,magnesium_glycinate,기록된 신뢰도 비교(0.94),ACCEPT,,,2026-08-04T13:36:00+09:00,2026-08-04T13:36:08+09:00
KPI-1,kpi1-repl-037,영역 신경계 및 뇌기능 5. 두통·편두통 / 판정 「3. 수면 부족 및 피로 누적 개선 (문항 7번)」 / 나이 56 / 복용약 Prednisolone,calcium_citrate|l_theanine|magnesium_glycinate|vitamin_b_complex|vitamin_c|vitamin_d3|zinc,"신경계 및 뇌기능 5. 두통·편두통 · 원문 판정 「3. 수면 부족 및 피로 누적 개선 (문항 7번)」 (09_신경계_및_뇌기능_5._두통·편두통.md p43) · calcium_citrate: 3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (p238) · magnesium_glycinate: 3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (p238) · vitamin_c: 3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (p238) · vitamin_d3: 3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (p238) · zinc: 3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (p238)",,,l_theanine|magnesium_glycinate,수면 부족이 두통 유발 인자이므로 마그네슘과 L-테아닌으로 수면의 질을 올린다. 다만 Prednisolone 자체가 불면을 만들므로 복용 시각을 아침으로 옮기는지부터 확인한다.,0.68,avoid_evening_steroid_dosing|insomnia_may_be_prednisolone_induced,l_theanine|magnesium_glycinate,마그네슘과 L-테아닌은 수면과 긴장 완화를 보조할 수 있다. 프레드니솔론 자체가 불면을 유발할 수 있으므로 복용 시간과 치료 필요성을 의료진과 검토해야 한다.,0.87,headache_red_flags|steroid_insomnia,B,l_theanine|magnesium_glycinate,Anthropic 의견과 OpenAI 보조안 일치,ACCEPT,,,2026-08-04T13:36:10+09:00,2026-08-04T13:36:18+09:00
KPI-1,kpi1-repl-038,영역 신경계 및 뇌기능 5. 두통·편두통 / 판정 「4. 식이 유발 및 대사 관리 (문항 9번)」 / 나이 62 / 복용약 없음,magnesium_glycinate,신경계 및 뇌기능 5. 두통·편두통 · 원문 판정 「4. 식이 유발 및 대사 관리 (문항 9번)」 (09_신경계_및_뇌기능_5._두통·편두통.md p43),,,magnesium_glycinate|probiotics|soluble_fiber,"식이 유발형은 혈당 변동과 장내 히스타민 처리가 축이다. 수용성 식이섬유가 혈당 변동을, 프로바이오틱스가 장내 요인을 다루고 마그네슘이 두통 예방 기반을 깐다. 유발 식품이 특정되지 않아 확신은 낮다.",0.5,broad_goal_low_specificity|no_current_medication,magnesium_glycinate|vitamin_b_complex,마그네슘과 비타민 B군은 식이·대사 유발 편두통의 예방 보조 성분으로 적합하다. 음식·수면·카페인 등 유발 요인을 기록하고 경고 증상이 있으면 진료가 필요하다.,0.91,headache_red_flags|trigger_tracking,C,magnesium_glycinate|vitamin_b_complex,기록된 신뢰도 비교(0.91),ACCEPT,,,2026-08-04T13:36:20+09:00,2026-08-04T13:36:28+09:00
KPI-1,kpi1-repl-039,영역 대사 및 순환 7. 치질 / 판정 「3. 배변 습관 교정 (악화 인자 제거) - 딱딱한 변 / 변비 - 배변 시 힘주기」 / 나이 68 / 복용약 Amlodipine,magnesium_glycinate|probiotics|soluble_fiber,"대사 및 순환 7. 치질 · 원문 판정 「3. 배변 습관 교정 (악화 인자 제거) - 딱딱한 변 / 변비 - 배변 시 힘주기」 (27_대사_및_순환_7._치질.md p145) · magnesium_glycinate: 이뇨제, ACEI/ARB 병용 시 전해질 이상 누적 주의. (p237)",,,magnesium_glycinate|probiotics|soluble_fiber,"배변 습관 교정이 목표라 수용성 식이섬유로 변을 무르게 하고, 마그네슘의 삼투 작용과 프로바이오틱스의 장 운동 개선을 더한다. 칼슘차단제가 변비를 키울 수 있어 약물 기여도 확인한다.",0.8,ccb_may_worsen_constipation,soluble_fiber,수용성 식이섬유는 변을 부드럽게 하고 배변 시 힘주기를 줄이는 데 가장 직접적이다. 수분 섭취를 함께 조절하고 출혈·통증이 지속되면 치질 외 원인을 평가해야 한다.,0.97,hydration_caution|rectal_bleeding_evaluation,A,magnesium_glycinate|probiotics|soluble_fiber,서로 다른 제공자 계열의 참조안 일치,ACCEPT,,,2026-08-04T13:36:30+09:00,2026-08-04T13:36:38+09:00
KPI-1,kpi1-repl-040,영역 대사 및 순환 1. 고혈압 / 판정 「2. 혈관 경화형(대사증후군) • 고지혈증/당뇨 동반 • 맥압(수축-이완) 큼 • 노인성 단독 수축기」 / 나이 74 / 복용약 Atorvastatin,coq10|omega3|vitamin_d3,"대사 및 순환 1. 고혈압 · 원문 판정 「2. 혈관 경화형(대사증후군) • 고지혈증/당뇨 동반 • 맥압(수축-이완) 큼 • 노인성 단독 수축기」 (21_대사_및_순환_1._고혈압.md p113) · coq10: • 근육통, 피로, 심부전 환자에서 CoQ10 고려 • 근골격통, Vit D 혈중농도 저하 의심 시 25(OH)D 검사. (p236) · vitamin_d3: • 근육통, 피로, 심부전 환자에서 CoQ10 고려 • 근골격통, Vit D 혈중농도 저하 의심 시 25(OH)D 검사. (p236)",,,coq10|magnesium_glycinate|omega3,"혈관 경화형은 동맥 경직도가 축이다. 오메가3가 내피 기능과 중성지방을, CoQ10이 혈압과 미토콘드리아를, 마그네슘이 혈관 이완을 맡는다. Atorvastatin의 CoQ10 고갈이 보충 근거를 더한다.",0.7,additive_hypotension_risk|statin_coq10_depletion,magnesium_glycinate|omega3|soluble_fiber,"오메가3와 수용성 식이섬유는 지질·대사 위험을, 마그네슘은 혈관 긴장과 혈압을 보조한다. 고령이며 아토르바스타틴을 복용하므로 혈압과 전체 심혈관 치료를 우선 조정해야 한다.",0.89,bp_monitoring|older_adult,C,magnesium_glycinate|omega3|soluble_fiber,기록된 신뢰도 비교(0.89),ACCEPT,,,2026-08-04T13:36:40+09:00,2026-08-04T13:36:48+09:00
KPI-1,kpi1-repl-041,영역 대사 및 순환 1. 고혈압 / 판정 「3. 교감신경 항진형(스트레스성) • 두근거림/불면 • 뒷목 뻐근함 • 백의 고혈압」 / 나이 31 / 복용약 Esomeprazole,calcium_citrate|l_theanine|magnesium_glycinate|vitamin_b_complex|zinc,"대사 및 순환 1. 고혈압 · 원문 판정 「3. 교감신경 항진형(스트레스성) • 두근거림/불면 • 뒷목 뻐근함 • 백의 고혈압」 (21_대사_및_순환_1._고혈압.md p114) · calcium_citrate: 장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (p237) · magnesium_glycinate: 장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (p237) · vitamin_b_complex: 장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (p237) · zinc: 장기 사용 시 저Mg, 골다공증, B12·Fe 결핍 모니터링 권장. (p237)",,,l_theanine|magnesium_glycinate,교감신경 항진형에는 L-테아닌이 가장 곧게 대응한다. 마그네슘이 두근거림·불면·뒷목 긴장을 함께 낮춘다. Esomeprazole이 마그네슘을 고갈시켜 보충 근거가 커진다.,0.82,ppi_depletes_magnesium,l_theanine|magnesium_glycinate,"마그네슘과 L-테아닌은 교감신경 항진, 긴장, 수면 저하를 완화하는 방향에 부합한다. 실제 고혈압은 반복 측정과 원인 평가가 필요하다.",0.93,bp_monitoring|secondary_cause_evaluation,B,l_theanine|magnesium_glycinate,Anthropic 의견과 OpenAI 보조안 일치,ACCEPT,,,2026-08-04T13:36:50+09:00,2026-08-04T13:36:58+09:00
KPI-1,kpi1-repl-042,영역 대사 및 순환 1. 고혈압 / 판정 「4. 호모시스테인형(혈관 독소) • 가족력 • 약이 잘 안 들음 • 마른 고혈압」 / 나이 37 / 복용약 Furosemide,calcium_citrate|magnesium_glycinate|vitamin_b_complex|vitamin_c|zinc,"대사 및 순환 1. 고혈압 · 원문 판정 「4. 호모시스테인형(혈관 독소) • 가족력 • 약이 잘 안 들음 • 마른 고혈압」 (21_대사_및_순환_1._고혈압.md p114) · calcium_citrate: 심부전·부정맥 환자에서 Mg,K,B1 정기 모니터링. (p236) · magnesium_glycinate: 심부전·부정맥 환자에서 Mg,K,B1 정기 모니터링. (p236) · vitamin_b_complex: 심부전·부정맥 환자에서 Mg,K,B1 정기 모니터링. (p236) · zinc: 심부전·부정맥 환자에서 Mg,K,B1 정기 모니터링. (p236)",,,magnesium_glycinate|vitamin_b_complex,호모시스테인형의 표준 대응은 엽산·B6·B12를 담은 B군이다. 마그네슘이 혈관 이완을 보탠다. Furosemide가 티아민과 마그네슘을 소실시켜 두 성분 모두 근거가 겹친다.,0.85,loop_diuretic_depletes_b1_and_mg,vitamin_b_complex,호모시스테인 대사에는 엽산·비타민 B6·B12가 관여하므로 비타민 B군이 가장 직접적이다. 검사로 상승 여부를 확인하고 푸로세미드 관련 영양·전해질 상태도 함께 본다.,0.96,diuretic_use|homocysteine_lab_check,C,vitamin_b_complex,기록된 신뢰도 비교(0.96),ACCEPT,,,2026-08-04T13:37:00+09:00,2026-08-04T13:37:08+09:00
KPI-1,kpi1-repl-043,영역 에너지 생성 및 부신·갑상선 기능 3. 갑상선 기능 항진 / 판정 「4. 뼈 건강 (골밀도 유지)」 / 나이 44 / 복용약 Levothyroxine,calcium_citrate|magnesium_glycinate|vitamin_d3,"에너지 생성 및 부신·갑상선 기능 3. 갑상선 기능 항진 · 원문 판정 「4. 뼈 건강 (골밀도 유지)」 (14_에너지_생성_및_부신·갑상선_기능_3._갑상선_기능_항진.md p64) · calcium_citrate: 갑상선약과 미네랄, 멀티비타민은 4시간 간격 복용 안내. (p239) · magnesium_glycinate: 갑상선약과 미네랄, 멀티비타민은 4시간 간격 복용 안내. (p239)",,,calcium_citrate|vitamin_d3,"갑상선 호르몬이 넘치면 골 교체율이 올라가 골밀도가 빠진다. 구연산칼슘과 비타민D3로 골 소실을 막는다. Levothyroxine 과다 투여로 생긴 항진 상태일 수 있어 용량 확인이 필요하고, 칼슘은 반드시 4시간 이상 벌려 먹는다.",0.8,calcium_must_be_4h_apart_from_levothyroxine|possible_iatrogenic_hyperthyroidism,calcium_citrate|vitamin_d3,갑상선 기능 항진에 따른 골 소실 위험에는 칼슘과 비타민 D가 적합하다. 레보티록신 복용은 과잉 보충 여부를 포함한 갑상선 상태 확인이 필요하며 칼슘은 약과 충분히 간격을 둔다.,0.91,levothyroxine_separation|thyroid_status_check,B,calcium_citrate|vitamin_d3,Anthropic 의견과 OpenAI 보조안 일치,ACCEPT,,,2026-08-04T13:37:10+09:00,2026-08-04T13:37:18+09:00
KPI-1,kpi1-repl-044,영역 에너지 생성 및 부신·갑상선 기능 2. 갑상선 기능 저하 / 판정 「4. 소화·변비 → 장 운동 정상화」 / 나이 50 / 복용약 Metformin,coq10|probiotics|vitamin_b_complex,"에너지 생성 및 부신·갑상선 기능 2. 갑상선 기능 저하 · 원문 판정 「4. 소화·변비 → 장 운동 정상화」 (13_에너지_생성_및_부신·갑상선_기능_2._갑상선_기능_저하.md p60) · coq10: 당뇨 장기 환자에서 B12 모니터링 및 말초신경병증, 빈혈 스크리닝 중요. (p236) · vitamin_b_complex: 당뇨 장기 환자에서 B12 모니터링 및 말초신경병증, 빈혈 스크리닝 중요. (p236)",,,magnesium_glycinate|probiotics|soluble_fiber,"갑상선 저하는 장 운동을 늦춰 변비를 만든다. 수용성 식이섬유와 프로바이오틱스로 연동운동을, 마그네슘으로 삼투 작용을 더한다. 식이섬유는 Metformin 흡수를 늦출 수 있어 간격을 둔다.",0.72,fiber_may_reduce_metformin_absorption,probiotics|soluble_fiber,수용성 식이섬유와 프로바이오틱스는 변비와 장내 환경 개선에 부합한다. 갑상선 조절 상태와 메트포르민의 위장관 영향을 확인하고 식이섬유는 다른 약과 간격을 둔다.,0.9,metformin_gi_effects|separate_fiber_from_meds|thyroid_status_check,C,probiotics|soluble_fiber,기록된 신뢰도 비교(0.90),ACCEPT,,,2026-08-04T13:37:20+09:00,2026-08-04T13:37:28+09:00
KPI-1,kpi1-repl-045,"영역 면역 및 염증 1. 면역균형 / 판정 「1. 방어력 저하형 (잦은 감기, 감염 후 회복이 더딤) - 점막 면역 강화 (1차방어선)」 / 나이 56 / 복용약 Prednisolone",calcium_citrate|magnesium_glycinate|vitamin_c|vitamin_d3|zinc,"면역 및 염증 1. 면역균형 · 원문 판정 「1. 방어력 저하형 (잦은 감기, 감염 후 회복이 더딤) - 점막 면역 강화 (1차방어선)」 (30_면역_및_염증_1._면역균형.md p157) · calcium_citrate: 3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (p238) · magnesium_glycinate: 3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (p238) · vitamin_c: 3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (p238) · vitamin_d3: 3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (p238) · zinc: 3개월 이상 전신 스테로이드 시 골밀도, Vit D, Ca, Mg, Zn 모니터링. (p238)",,,probiotics|vitamin_d3|zinc,"점막 1차 방어선은 비타민D3의 항균 펩타이드, 아연의 상피 장벽, 프로바이오틱스의 점막 IgA로 세운다. 다만 Prednisolone으로 면역이 눌린 상태에서는 생균 제제의 감염 위험을 먼저 따진다.",0.65,live_probiotic_caution_on_systemic_steroid|steroid_immunosuppression,vitamin_c|vitamin_d3|zinc,아연·비타민 C·비타민 D는 점막 방어와 면역 기능을 보조한다. 프레드니솔론 복용자는 면역억제 상태이므로 반복 감염을 진료로 평가하고 임의의 생균제 사용은 신중해야 한다.,0.89,immunosuppression|infection_evaluation|probiotic_caution,C,vitamin_c|vitamin_d3|zinc,기록된 신뢰도 비교(0.89),ACCEPT,,,2026-08-04T13:37:30+09:00,2026-08-04T13:37:38+09:00
KPI-1,kpi1-repl-046,"영역 면역 및 염증 1. 면역균형 / 판정 「2. 과민 반응형 (알레르기, 비염, 아토피, 천식, 두드러기) - 면역균형 회복」 / 나이 62 / 복용약 없음",omega3|probiotics|vitamin_d3,"면역 및 염증 1. 면역균형 · 원문 판정 「2. 과민 반응형 (알레르기, 비염, 아토피, 천식, 두드러기) - 면역균형 회복」 (30_면역_및_염증_1._면역균형.md p157)",,,omega3|probiotics|vitamin_d3,"과민 반응형은 Th1/Th2 균형 회복이 축이다. 프로바이오틱스가 조절T세포를 늘리고, 비타민D3가 면역 관용을, 오메가3가 알레르기 염증을 낮춘다.",0.75,no_current_medication,omega3|probiotics|vitamin_d3,"프로바이오틱스는 장-면역 균형을, 오메가3와 비타민 D는 염증·면역 조절을 보조할 수 있다. 알레르기 개선 효과는 개인차와 제품 차이가 커 표준 치료를 대체하지 않는다.",0.79,allergy_evidence_variable,A,omega3|probiotics|vitamin_d3,서로 다른 제공자 계열의 참조안 일치,ACCEPT,,,2026-08-04T13:37:40+09:00,2026-08-04T13:37:48+09:00
KPI-1,kpi1-repl-047,"영역 면역 및 염증 1. 면역균형 / 판정 「3. 만성 염증형 (통증 / 관절 쑤심, 부종, 만성피로 / 종양) - 만성 염증 억제 및 면역 소모 감소」 / 나이 68 / 복용약 Amlodipine",magnesium_glycinate|omega3,"면역 및 염증 1. 면역균형 · 원문 판정 「3. 만성 염증형 (통증 / 관절 쑤심, 부종, 만성피로 / 종양) - 만성 염증 억제 및 면역 소모 감소」 (30_면역_및_염증_1._면역균형.md p158) · magnesium_glycinate: 이뇨제, ACEI/ARB 병용 시 전해질 이상 누적 주의. (p237)",,,omega3|vitamin_d3,만성 염증형에는 EPA·DHA의 소염 작용과 비타민D3의 면역 조절이 1순위다. 다만 판정에 적힌 부종은 Amlodipine의 말초 부종일 수 있어 염증성 부종과 구분한다.,0.72,edema_may_be_amlodipine_induced,omega3,허용 성분 중 오메가3가 만성 염증과 관절 불편의 보조 관리에 가장 직접적으로 부합한다. 지속되는 통증·부종·피로는 원인 질환을 확인해야 한다.,0.91,bleeding_risk_unknown|inflammation_cause_evaluation,C,omega3,기록된 신뢰도 비교(0.91),ACCEPT,,,2026-08-04T13:37:50+09:00,2026-08-04T13:37:58+09:00
KPI-1,kpi1-repl-048,"영역 임신 1. 난임 / 판정 「남성 ④,⑤ 정자 요인(DNA 손상)」 / 나이 74 / 복용약 Atorvastatin",coq10|vitamin_b_complex|vitamin_c|vitamin_d3|zinc,"임신 1. 난임 · 원문 판정 「남성 ④,⑤ 정자 요인(DNA 손상)」 (37_임신_1._난임.md p194) · coq10: • 근육통, 피로, 심부전 환자에서 CoQ10 고려 • 근골격통, Vit D 혈중농도 저하 의심 시 25(OH)D 검사. (p236) · vitamin_d3: • 근육통, 피로, 심부전 환자에서 CoQ10 고려 • 근골격통, Vit D 혈중농도 저하 의심 시 25(OH)D 검사. (p236)",,,coq10|vitamin_c|zinc,"정자 DNA 손상은 산화 스트레스가 축이라 CoQ10으로 미토콘드리아를, 비타민C로 정액 내 항산화를, 아연으로 정자 형성을 다룬다. Atorvastatin의 CoQ10 고갈이 보충 근거를 더한다. 다만 나이 74는 난임 사례로는 이례적이라 사례 구성을 확인할 항목이다.",0.68,age_74_atypical_for_fertility_case|statin_coq10_depletion,coq10|omega3|vitamin_c|zinc,"코엔자임Q10·아연·비타민 C·오메가3는 정자 운동성, 항산화 방어와 막 구성에 관련된 후보이다. 74세의 난임·정자 DNA 손상은 전문 평가가 필수이며 아토르바스타틴 등 전체 약력도 검토해야 한다.",0.91,advanced_age_context|fertility_specialist_evaluation|statin_review,C,coq10|omega3|vitamin_c|zinc,기록된 신뢰도 비교(0.91),ACCEPT,,,2026-08-04T13:38:00+09:00,2026-08-04T13:38:08+09:00
