case_id,prompt,안_A,안_A_근거,안_A_신뢰도,안_A_표시,안_B,안_B_근거,안_B_신뢰도,안_B_표시,검토_선택,최종_답,검토_메모,검토_시작_시각,검토_종료_시각
kpi4-055,"Levothyroxine 복용 중입니다. 「대사 및 순환 9. 통풍」에서 「요산 배출 및 당 대사 개선」이 목표인데, 무엇을 어떻게 먹어야 하나요?",berberine|vitamin_c,비타민 C는 신세뇨관 요산 배설을 늘려 혈중 요산을 낮춘다. 베르베린이 동반된 당 대사 이상을 겨냥한다. 레보티록신은 공복 복용이 원칙이다. 보충제는 복용 4시간 뒤로 미룬다.,0.55,,advise_professional_consult,Gout and uric-acid management need clinical review.,0.82,gout|medication_review,,,,,
kpi4-056,「대사 및 순환 9. 통풍」에서 「통증 방어 및 염증 조절」이 목표입니다. 어떤 성분이 근거가 있나요?,advise_professional_consult|omega3,급성 발작기 통증은 약물 영역이다. 오메가3는 만성 염증 부하를 낮추는 보조로 둔다. 성분만으로 끝낼 사안이 아니라 의료 상담을 함께 붙인다.,0.6,not_first_line_supplement,omega3,Omega-3 is supportive only and does not treat acute gout.,0.47,gout,,,,,
kpi4-057,"「신경계 및 뇌기능 5. 두통·편두통」에서 「1. 편두통 완화 및 혈관 안정 (문항 1,2,3번)」이 목표입니다. 어떤 성분이 근거가 있나요?",coq10|magnesium_glycinate,마그네슘과 CoQ10은 편두통 예방에서 가이드라인 수준의 보충 근거를 가진 두 성분이다.,0.8,,magnesium_glycinate,Magnesium is a supportive option for migraine prevention.,0.75,headache,,,,,
kpi4-058,"Metformin 복용 중입니다. 「신경계 및 뇌기능 5. 두통·편두통」에서 「2. 긴장성 두통 및 근육 이완 (문항 8, 10번)」이 목표인데, 무엇을 어떻게 먹어야 하나요?",magnesium_glycinate|supplement_depleted_nutrient|vitamin_b_complex,근긴장 완화와 신경근 흥분도 조절을 마그네슘이 맡는다. 메트포르민 장기 복용은 비타민 B12를 떨어뜨린다. 연 1회 B12 확인과 보충을 함께 둔다.,0.7,metformin_b12_depletion,magnesium_glycinate,Magnesium may support muscle relaxation.,0.72,headache|medication_review,,,,,
kpi4-059,「신경계 및 뇌기능 5. 두통·편두통」에서 「3. 수면 부족 및 피로 누적 개선 (문항 7번)」이 목표입니다. 어떤 성분이 근거가 있나요?,l_theanine|magnesium_glycinate,수면 부족이 유발 인자인 두통에는 입면·수면 질 축을 먼저 손본다.,0.55,,magnesium_glycinate,Magnesium may support sleep and muscle relaxation.,0.61,headache,,,,,
kpi4-060,「신경계 및 뇌기능 5. 두통·편두통」에서 「4. 식이 유발 및 대사 관리 (문항 9번)」이 목표입니다. 어떤 성분이 근거가 있나요?,vitamin_b_complex,고용량 리보플라빈의 편두통 예방 근거를 대사 관리 축에 둔다. 유발 식품 회피가 먼저다.,0.45,low_evidence_goal,soluble_fiber,Soluble fiber may support regular meals and glycemic stability.,0.48,headache,,,,,
kpi4-061,"Prednisolone 복용 중입니다. 「대사 및 순환 7. 치질」에서 「3. 배변 습관 교정 (악화 인자 제거) - 딱딱한 변 / 변비 - 배변 시 힘주기」이 목표인데, 무엇을 어떻게 먹어야 하나요?",calcium_citrate|magnesium_glycinate|soluble_fiber|supplement_depleted_nutrient|vitamin_d3,"변 부피와 수분을 늘리는 수용성 식이섬유가 1차, 마그네슘이 삼투성 완하 보조다. 스테로이드는 칼슘·비타민 D 손실과 골 소실을 부른다. 골 보호 조합을 기본으로 얹는다.",0.8,steroid_bone_loss_support|steroid_magnesium_depletion,soluble_fiber,Soluble fiber may soften stool and reduce straining.,0.8,medication_review,,,,,
kpi4-062,「대사 및 순환 1. 고혈압」에서 「1. 체액 저류형(나트륨 과다) • 짜게 먹는 식습관 • 부종 동반 • 이뇨제 처방 환자」이 목표입니다. 어떤 성분이 근거가 있나요?,magnesium_glycinate,체액 저류형의 1차 대응인 칼륨이 어휘에 없다. 나트륨 배설과 혈관 이완을 돕는 마그네슘으로 대체한다.,0.5,vocab_coverage_gap,advise_professional_consult,"Hypertension, edema, and diuretic issues need prescription review.",0.87,hypertension,,,,,
kpi4-063,「대사 및 순환 1. 고혈압」에서 「2. 혈관 경화형(대사증후군) • 고지혈증/당뇨 동반 • 맥압(수축-이완) 큼 • 노인성 단독 수축기」이 목표입니다. 어떤 성분이 근거가 있나요?,coq10|omega3,"혈관 탄성과 내피 기능 축에 오메가3, 혈압 강하 보조 근거에 CoQ10을 둔다.",0.55,,omega3,Omega-3 is a supportive cardiovascular risk-management option.,0.65,hypertension,,,,,
kpi4-064,"Amlodipine 복용 중입니다. 「대사 및 순환 1. 고혈압」에서 「2. 혈관 경화형(계속)」이 목표인데, 무엇을 어떻게 먹어야 하나요?",coq10|omega3,「계속」 표기는 앞 항목에서 이어지는 조각이다. 같은 혈관 경화형 대응을 유지한다. 암로디핀은 영양소를 고갈시키지 않아 별도 보충 조정이 필요 없다.,0.5,goal_label_ambiguous,omega3,Omega-3 may support vascular health; do not alter blood-pressure medication.,0.61,hypertension|medication_review,,,,,
kpi4-065,「대사 및 순환 1. 고혈압」에서 「3. 교감신경 항진형(스트레스성) • 두근거림/불면 • 뒷목 뻐근함 • 백의 고혈압」이 목표입니다. 어떤 성분이 근거가 있나요?,l_theanine|magnesium_glycinate,교감신경 항진형은 이완 축이 그대로 답이다. 테아닌·마그네슘을 둔다.,0.7,,l_theanine,L-theanine may support stress-related tension.,0.62,hypertension,,,,,
kpi4-066,「대사 및 순환 1. 고혈압」에서 「4. 호모시스테인형(혈관 독소) • 가족력 • 약이 잘 안 들음 • 마른 고혈압」이 목표입니다. 어떤 성분이 근거가 있나요?,vitamin_b_complex,호모시스테인 상승은 엽산·B6·B12 결핍이 직접 원인이다.,0.8,,vitamin_b_complex,B vitamins participate in homocysteine metabolism.,0.69,hypertension,,,,,
kpi4-067,"Atorvastatin 복용 중입니다. 「대사 및 순환 1. 고혈압」에서 「5. 복합형(대부분)」이 목표인데, 무엇을 어떻게 먹어야 하나요?",coq10|magnesium_glycinate|omega3|supplement_depleted_nutrient,복합형은 특정 기전을 지목하지 않는다. 혈압에서 근거가 가장 넓은 두 성분을 최소 답으로 둔다. 스타틴은 CoQ10 합성을 함께 줄인다. 근육 증상 여부와 무관하게 CoQ10 보충을 얹는다.,0.45,goal_label_ambiguous|statin_coq10_depletion,omega3,Omega-3 is supportive for combined cardiovascular risk management.,0.6,hypertension|medication_review,,,,,
kpi4-068,「에너지 생성 및 부신·갑상선 기능 3. 갑상선 기능 항진」에서 「1. 안구 보호 & 항산화 (활성산소 방어)」이 목표입니다. 어떤 성분이 근거가 있나요?,omega3|vitamin_c,갑상선 안병증의 근거 성분인 셀레늄이 어휘에 없다. 항염·항산화 축으로 대체한다.,0.4,vocab_coverage_gap,coq10,CoQ10 is supportive only and does not replace hyperthyroidism treatment.,0.52,thyroid_condition,,,,,
kpi4-069,「에너지 생성 및 부신·갑상선 기능 3. 갑상선 기능 항진」에서 「2. 증상 완화 & 근육 보호 (대사 조절)」이 목표입니다. 어떤 성분이 근거가 있나요?,coq10|magnesium_glycinate,항진 상태의 에너지 과소모와 근 소실에 CoQ10·마그네슘을 둔다. 근거 수준은 낮다.,0.4,low_evidence_goal,magnesium_glycinate,Magnesium may support muscle and neurologic symptoms.,0.54,thyroid_condition,,,,,
kpi4-070,"Esomeprazole 복용 중입니다. 「에너지 생성 및 부신·갑상선 기능 3. 갑상선 기능 항진」에서 「3. 신경 안정 & 수면 유도 (교감신경 억제)」이 목표인데, 무엇을 어떻게 먹어야 하나요?",l_theanine|magnesium_glycinate|supplement_depleted_nutrient|vitamin_b_complex,교감신경 억제라는 목표에 테아닌·마그네슘이 붙는다. PPI는 위산을 낮춰 비타민 B12·마그네슘·칼슘·아연 상태를 떨어뜨린다. 칼슘은 위산에 덜 의존하는 구연산염 형태로 간다.,0.65,ppi_b12_depletion|ppi_magnesium_depletion,l_theanine,L-theanine may support relaxation.,0.65,medication_review|thyroid_condition,,,,,
kpi4-071,「에너지 생성 및 부신·갑상선 기능 3. 갑상선 기능 항진」에서 「4. 뼈 건강 (골밀도 유지)」이 목표입니다. 어떤 성분이 근거가 있나요?,calcium_citrate|vitamin_d3,갑상선 기능 항진은 골 교체율을 높여 골 소실을 앞당긴다. 칼슘·비타민 D가 직접 대응이다.,0.8,,calcium_citrate,Calcium supports bone density maintenance.,0.75,thyroid_condition,,,,,
kpi4-072,「에너지 생성 및 부신·갑상선 기능 4. 저혈압·빈혈」에서 「[빈혈] 혈액량·순환 개선」이 목표입니다. 어떤 성분이 근거가 있나요?,vitamin_b_complex|vitamin_c,철분이 어휘에 없다. 거대적혈구성 빈혈의 B12·엽산과 철 흡수를 돕는 비타민 C로 대체한다. 빈혈 유형 감별이 먼저다.,0.6,vocab_coverage_gap,advise_professional_consult,Anemia requires cause-specific testing and treatment.,0.92,anemia,,,,,
kpi4-073,"Furosemide 복용 중입니다. 「에너지 생성 및 부신·갑상선 기능 4. 저혈압·빈혈」에서 「[공통] 심박출량 증가」이 목표인데, 무엇을 어떻게 먹어야 하나요?",coq10|magnesium_glycinate|supplement_depleted_nutrient,심근 에너지 대사 지원 근거로 CoQ10을 둔다. 저혈압 자체를 성분으로 올리기는 어렵다. 루프 이뇨제는 마그네슘·칼륨·칼슘·티아민·아연을 소변으로 함께 내보낸다. 전해질 확인과 보충이 같이 간다.,0.5,loop_diuretic_depletion|low_evidence_goal,advise_professional_consult,Trying to increase cardiac output with supplements is not safe.,0.95,cardiovascular_symptom|medication_review,,,,,
kpi4-074,「에너지 생성 및 부신·갑상선 기능 2. 갑상선 기능 저하」에서 「1. 붓고 살찜 & 추위 → 대사 활성화」이 목표입니다. 어떤 성분이 근거가 있나요?,zinc,요오드·셀레늄이 어휘에 없다. 아연이 T4에서 T3로 가는 전환에 관여해 남은 선택 중 가장 가깝다.,0.45,vocab_coverage_gap,advise_professional_consult,Hypothyroid metabolic symptoms need treatment-level assessment.,0.9,thyroid_condition,,,,,
kpi4-075,「에너지 생성 및 부신·갑상선 기능 2. 갑상선 기능 저하」에서 「2. 만성 피로 → 에너지 부스팅」이 목표입니다. 어떤 성분이 근거가 있나요?,coq10|vitamin_b_complex,갑상선 저하의 피로에는 에너지 대사 조효소와 CoQ10을 보조로 둔다. 호르몬 용량 조정이 먼저다.,0.6,,coq10,CoQ10 may support fatigue; thyroid treatment status needs review.,0.55,thyroid_condition,,,,,
kpi4-076,"Levothyroxine 복용 중입니다. 「에너지 생성 및 부신·갑상선 기능 2. 갑상선 기능 저하」에서 「4. 소화·변비 → 장 운동 정상화」이 목표인데, 무엇을 어떻게 먹어야 하나요?",magnesium_glycinate|separate_dosing|soluble_fiber,장 운동 저하형 변비에 삼투·부피 두 축을 함께 쓴다. 칼슘·마그네슘·아연·식이섬유는 레보티록신 흡수를 막는다. 공복 복용 뒤 4시간 간격을 둔다.,0.65,separate_dosing_required,separate_dosing,"Separate thyroid hormone from calcium, magnesium, and fiber supplements.",0.88,medication_review,,,,,
kpi4-077,"「면역 및 염증 1. 면역균형」에서 「1. 방어력 저하형 (잦은 감기, 감염 후 회복이 더딤) - 점막 면역 강화 (1차방어선)」이 목표입니다. 어떤 성분이 근거가 있나요?",vitamin_c|zinc,아연·비타민 C는 감기 이환 기간 단축 근거가 있다. 점막 면역 1차 성분인 비타민 A는 어휘에 없다.,0.7,vocab_coverage_gap,zinc,Zinc supports immune and mucosal function.,0.63,,,,,,
kpi4-078,"「면역 및 염증 1. 면역균형」에서 「2. 과민 반응형 (알레르기, 비염, 아토피, 천식, 두드러기) - 면역균형 회복」이 목표입니다. 어떤 성분이 근거가 있나요?",probiotics|vitamin_d3,Th1/Th2 균형 회복 근거는 프로바이오틱스와 비타민 D에 모인다.,0.6,,probiotics,Probiotics are a supportive option for gut-immune balance.,0.57,allergy,,,,,
kpi4-079,"Metformin 복용 중입니다. 「면역 및 염증 1. 면역균형」에서 「3. 만성 염증형 (통증 / 관절 쑤심, 부종, 만성피로 / 종양) - 만성 염증 억제 및 면역 소모 감소」이 목표인데, 무엇을 어떻게 먹어야 하나요?",omega3|supplement_depleted_nutrient|vitamin_b_complex|vitamin_d3,만성 저등급 염증 억제에서 근거가 가장 두꺼운 두 성분이다. 메트포르민 장기 복용은 비타민 B12를 떨어뜨린다. 연 1회 B12 확인과 보충을 함께 둔다.,0.65,metformin_b12_depletion,omega3,Omega-3 is a supportive option for chronic inflammatory risk.,0.62,medication_review,,,,,
kpi4-080,"「면역 및 염증 1. 면역균형」에서 「4. 장누수/대사형 (잦은 설사,변비 / 저체온 / 항생제 장기복용) - 장 점막 면역 강화 및 대사 활성화」이 목표입니다. 어떤 성분이 근거가 있나요?",probiotics|zinc,글루타민이 어휘에 없다. 세균총 교정과 밀착연접 유지에 관여하는 아연으로 대체한다.,0.6,vocab_coverage_gap,probiotics,Probiotics may support the gut microbiome and mucosal health.,0.72,,,,,,
kpi4-081,「임신 1. 난임」에서 「여성 ② 대사/PCOS(인슐린 저항성)」이 목표입니다. 어떤 성분이 근거가 있나요?,advise_professional_consult|berberine|vitamin_d3,PCOS 1차 보충인 미오이노시톨이 어휘에 없다. 인슐린 감수성 축의 베르베린과 결핍이 흔한 비타민 D를 둔다. 임신 시도 중 베르베린은 권하지 않으므로 전문가 확인이 필요하다. 성분만으로 끝낼 사안이 아니라 의료 상담을 함께 붙인다.,0.5,pregnancy_intent_caution|vocab_coverage_gap,advise_professional_consult,Infertility and PCOS need obstetric or gynecologic assessment.,0.94,fertility,,,,,
kpi4-082,"Prednisolone 복용 중입니다. 「임신 1. 난임」에서 「여성 ③ 자궁/염증(착상 실패)」이 목표인데, 무엇을 어떻게 먹어야 하나요?",advise_professional_consult|calcium_citrate|omega3|supplement_depleted_nutrient|vitamin_d3,자궁내막 염증·면역 환경 축에 오메가3와 비타민 D를 둔다. 스테로이드는 칼슘·비타민 D 손실과 골 소실을 부른다. 골 보호 조합을 기본으로 얹는다. 성분만으로 끝낼 사안이 아니라 의료 상담을 함께 붙인다.,0.55,pregnancy_intent_caution|steroid_bone_loss_support,advise_professional_consult,Implantation failure and inflammation require fertility specialist care.,0.96,fertility|medication_review,,,,,
kpi4-083,"「임신 1. 난임」에서 「남성 ④,⑤ 정자 요인(DNA 손상)」이 목표입니다. 어떤 성분이 근거가 있나요?",coq10|zinc,정자 DNA 분절 감소와 운동성 개선 근거는 CoQ10과 아연에 모인다.,0.65,,coq10,CoQ10 is a supportive option for sperm health.,0.63,fertility,,,,,
kpi4-084,「임신 1. 난임」에서 「공통 원인 불명(노화/스트레스)」이 목표입니다. 어떤 성분이 근거가 있나요?,advise_professional_consult|coq10|omega3,원인 불명 난임은 성분으로 좁히기 어렵다. 산화 스트레스 축의 CoQ10과 오메가3를 최소 답으로 둔다. 성분만으로 끝낼 사안이 아니라 의료 상담을 함께 붙인다.,0.4,low_evidence_goal|pregnancy_intent_caution,coq10,CoQ10 is supportive only; infertility causes still need assessment.,0.52,fertility,,,,,
kpi4-085,"Amlodipine 복용 중입니다. 「소화기계 2. 장」에서 「IBS - 장신경 안정 및 근육 이완 (문항 12, 13번)」이 목표인데, 무엇을 어떻게 먹어야 하나요?",magnesium_glycinate|probiotics,"장 평활근 이완에 마그네슘, 세균총 축에 프로바이오틱스를 둔다. IBS 아형에 따라 식이섬유는 증상을 키울 수 있다. 암로디핀은 영양소를 고갈시키지 않는다. 마그네슘을 함께 쓰면 혈압 강하가 겹치므로 어지럼·기립 저혈압만 지켜본다.",0.5,additive_hypotension_monitor|low_evidence_goal,l_theanine,L-theanine may support stress-related gut tension.,0.5,gastrointestinal_symptom|medication_review,,,,,
kpi4-086,「소화기계 2. 장」에서 「유당불내증 - 유제품 소화력 강화 및 부패방지 (문항 14번)」이 목표입니다. 어떤 성분이 근거가 있나요?,probiotics,락타아제 효소가 어휘에 없다. 유당 분해 균주 보충이 남은 선택 중 가장 가깝다.,0.7,vocab_coverage_gap,probiotics,Probiotics support the gut environment but do not treat lactose intolerance.,0.42,low_specificity,,,,,
kpi4-087,「소화기계 2. 장」에서 「+10번: O」이 목표입니다. 어떤 성분이 근거가 있나요?,probiotics,「+10번: O」는 성분을 지정할 만한 목표 서술이 아니다. 장 영역 기본 축인 프로바이오틱스를 최소 답으로 둔다.,0.2,goal_label_ambiguous,advise_professional_consult,The stated goal is insufficient for a safe ingredient choice.,0.96,insufficient_context,,,,,
kpi4-088,"Atorvastatin 복용 중입니다. 「소화기계 2. 장」에서 「LGS - 장점막 장벽 복구 및 전신 염증 차단 (문항 15, 16, 17번)」이 목표인데, 무엇을 어떻게 먹어야 하나요?",coq10|probiotics|supplement_depleted_nutrient|zinc,장 점막 장벽 복구에 세균총 교정과 밀착연접 관련 아연을 둔다. 글루타민이 어휘에 없다. 스타틴은 CoQ10 합성을 함께 줄인다. 근육 증상 여부와 무관하게 CoQ10 보충을 얹는다.,0.55,statin_coq10_depletion|vocab_coverage_gap,probiotics,Probiotics are a supportive option for gut-environment health.,0.62,gastrointestinal_symptom|medication_review,,,,,
kpi4-089,「소화기계 2. 장」에서 「변비 우세형 - 배변 리듬 및 연동운동 활성화 (문항 1~4번)」이 목표입니다. 어떤 성분이 근거가 있나요?,magnesium_glycinate|soluble_fiber,삼투성 마그네슘과 부피 형성 식이섬유가 변비 우세형의 두 축이다.,0.8,,soluble_fiber,Soluble fiber is suitable for constipation and bowel regularity.,0.83,,,,,,
kpi4-090,"「소화기계 2. 장」에서 「설사 및 긴급형 - 장벽보호 및 수분 흡수 리듬 회복 (문항 5, 6번)」이 목표입니다. 어떤 성분이 근거가 있나요?",probiotics|soluble_fiber,"수용성 식이섬유가 수분을 붙잡고, 프로바이오틱스가 장벽과 세균총을 되돌린다.",0.65,,probiotics,Probiotics are a supportive option for gut-environment recovery.,0.56,gastrointestinal_symptom,,,,,
kpi4-091,"Esomeprazole 복용 중입니다. 「D. 생활습관」에서 「1번(활력/심리) X」이 목표인데, 무엇을 어떻게 먹어야 하나요?",supplement_depleted_nutrient|vitamin_b_complex|vitamin_d3,활력·심리 저하 문항에는 에너지 대사 B군과 결핍이 흔한 비타민 D를 둔다. PPI는 위산을 낮춰 비타민 B12·마그네슘·칼슘·아연 상태를 떨어뜨린다. 칼슘은 위산에 덜 의존하는 구연산염 형태로 간다.,0.45,low_evidence_goal|ppi_b12_depletion,l_theanine,L-theanine may support low mood or stress symptoms.,0.57,medication_review,,,,,
kpi4-092,「D. 생활습관」에서 「12번(활동량) X」이 목표입니다. 어떤 성분이 근거가 있나요?,advise_professional_consult|coq10|vitamin_d3,활동량 부족은 행동 교정 항목이다. 보충제는 근·에너지 대사 보조에 그친다. 성분만으로 끝낼 사안이 아니라 의료 상담을 함께 붙인다.,0.35,low_evidence_goal|not_first_line_supplement,vitamin_b_complex,Activity needs lifestyle change first; B vitamins are only supportive.,0.45,lifestyle_priority,,,,,
kpi4-093,"「D. 생활습관」에서 「13, 14번(입면/숙면) X」이 목표입니다. 어떤 성분이 근거가 있나요?",l_theanine|magnesium_glycinate,입면·숙면 문항은 이완 축으로 바로 이어진다.,0.75,,l_theanine,L-theanine may support sleep initiation and maintenance.,0.68,lifestyle_priority,,,,,
kpi4-094,"Furosemide 복용 중입니다. 「D. 생활습관」에서 「15번(기상 시 개운함) X」이 목표인데, 무엇을 어떻게 먹어야 하나요?",magnesium_glycinate|supplement_depleted_nutrient|vitamin_b_complex,기상 시 피로는 수면 분절·수면무호흡 감별이 먼저다. 성분은 보조로만 둔다. 루프 이뇨제는 마그네슘·칼륨·칼슘·티아민·아연을 소변으로 함께 내보낸다. 전해질 확인과 보충이 같이 간다.,0.35,loop_diuretic_depletion|loop_diuretic_thiamine_depletion|low_evidence_goal,magnesium_glycinate,Magnesium may support sleep and relaxation; diuretic use needs review.,0.55,lifestyle_priority|medication_review,,,,,
kpi4-095,「D. 생활습관」에서 「4번(단백질/채소) X」이 목표입니다. 어떤 성분이 근거가 있나요?,advise_professional_consult|soluble_fiber|vitamin_b_complex,"식사 구성 결손은 식단 교정이 1차다. 채소 섭취 부족분에 식이섬유, 단백질·미량영양소 축에 B군을 둔다. 성분만으로 끝낼 사안이 아니라 의료 상담을 함께 붙인다.",0.4,low_evidence_goal|not_first_line_supplement,advise_professional_consult,Low protein and vegetable intake needs meal-planning support first.,0.65,lifestyle_priority,,,,,
kpi4-096,「D. 생활습관」에서 「5번(가공식품) X」이 목표입니다. 어떤 성분이 근거가 있나요?,omega3|soluble_fiber,가공식품 위주 식사는 오메가3 부족과 식이섬유 부족을 함께 만든다.,0.4,low_evidence_goal,advise_professional_consult,Reducing processed foods requires direct dietary behavior change.,0.64,lifestyle_priority,,,,,
kpi4-097,"Levothyroxine 복용 중입니다. 「D. 생활습관」에서 「6번(식사 규칙성) X」이 목표인데, 무엇을 어떻게 먹어야 하나요?",advise_professional_consult|separate_dosing|soluble_fiber,식사 간격이 불규칙하면 혈당 변동이 커진다. 식이섬유로 변동 폭을 줄이되 식사 리듬 교정이 먼저다. 칼슘·마그네슘·아연·식이섬유는 레보티록신 흡수를 막는다. 공복 복용 뒤 4시간 간격을 둔다. 성분만으로 끝낼 사안이 아니라 의료 상담을 함께 붙인다.,0.35,low_evidence_goal|not_first_line_supplement|separate_dosing_required,separate_dosing,Take thyroid hormone consistently and separate it from food or supplements.,0.51,lifestyle_priority|medication_review,,,,,
kpi4-098,「D. 생활습관」에서 「8번(식사 속도) X」이 목표입니다. 어떤 성분이 근거가 있나요?,advise_professional_consult|soluble_fiber,빠른 식사는 식후 혈당 상승 폭과 소화 불편을 키운다. 식이섬유는 보조이고 속도 교정이 본 대응이다. 성분만으로 끝낼 사안이 아니라 의료 상담을 함께 붙인다.,0.35,low_evidence_goal|not_first_line_supplement,advise_professional_consult,"Meal speed is best addressed by behavior change, not supplements.",0.6,lifestyle_priority,,,,,
kpi4-099,"「D. 생활습관」에서 「9, 10, 11번(운동) X」이 목표입니다. 어떤 성분이 근거가 있나요?",advise_professional_consult|coq10|vitamin_d3,운동 부족은 행동 항목이다. 근기능·에너지 대사 보조로만 성분을 둔다. 성분만으로 끝낼 사안이 아니라 의료 상담을 함께 붙인다.,0.35,low_evidence_goal|not_first_line_supplement,advise_professional_consult,Low activity needs an activity plan; supplements cannot replace exercise.,0.62,lifestyle_priority,,,,,
kpi4-100,"Metformin 복용 중입니다. 「소화기계 3. 간」에서 「간 기능 및 피로 - 에너지 생성 및 부신 피로 회복」이 목표인데, 무엇을 어떻게 먹어야 하나요?",coq10|supplement_depleted_nutrient|vitamin_b_complex,밀크시슬이 어휘에 없다. 에너지 생성 축의 B군과 CoQ10으로 대체한다. 메트포르민 장기 복용은 비타민 B12를 떨어뜨린다. 연 1회 B12 확인과 보충을 함께 둔다.,0.55,metformin_b12_depletion|metformin_coq10_depletion|vocab_coverage_gap,supplement_depleted_nutrient,Review nutrient status and other causes of fatigue during metformin use.,0.65,medication_review,,,,,
